CIK,Company Name,form,accession_number,filing_date,primary_document,document_url,txt_file_url
0001910244,"MASTERWORKS 110, LLC",1-K,0001493152-24-016543,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910244/000149315224016543/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910244/000149315224016543/0001493152-24-016543.txt
0001910244,"MASTERWORKS 110, LLC",1-SA,0001493152-23-034651,2023-09-28,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910244/000149315223034651/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910244/000149315223034651/0001493152-23-034651.txt
0001910245,"MASTERWORKS 111, LLC",1-K,0001493152-24-016544,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910245/000149315224016544/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910245/000149315224016544/0001493152-24-016544.txt
0001910245,"MASTERWORKS 111, LLC",1-SA,0001493152-23-034218,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910245/000149315223034218/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910245/000149315223034218/0001493152-23-034218.txt
0001910242,"MASTERWORKS 112, LLC",1-K,0001493152-24-016545,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910242/000149315224016545/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001910242/000149315224016545/0001493152-24-016545.txt
0001910242,"MASTERWORKS 112, LLC",1-SA,0001493152-23-034219,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910242/000149315223034219/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001910242/000149315223034219/0001493152-23-034219.txt
0001911224,"MASTERWORKS 113, LLC",1-K,0001493152-24-016546,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001911224/000149315224016546/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001911224/000149315224016546/0001493152-24-016546.txt
0001911224,"MASTERWORKS 113, LLC",1-SA,0001493152-23-034220,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001911224/000149315223034220/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001911224/000149315223034220/0001493152-23-034220.txt
0001911268,"MASTERWORKS 114, LLC",1-K,0001493152-24-016547,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001911268/000149315224016547/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001911268/000149315224016547/0001493152-24-016547.txt
0001911268,"MASTERWORKS 114, LLC",1-SA,0001493152-23-034221,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001911268/000149315223034221/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001911268/000149315223034221/0001493152-23-034221.txt
0001912473,"MASTERWORKS 115, LLC",1-K,0001493152-24-016548,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001912473/000149315224016548/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001912473/000149315224016548/0001493152-24-016548.txt
0001912473,"MASTERWORKS 115, LLC",1-SA,0001493152-23-034222,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001912473/000149315223034222/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001912473/000149315223034222/0001493152-23-034222.txt
0001913651,"MASTERWORKS 116, LLC",1-K,0001493152-24-016350,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001913651/000149315224016350/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001913651/000149315224016350/0001493152-24-016350.txt
0001913651,"MASTERWORKS 116, LLC",1-SA,0001493152-23-034223,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001913651/000149315223034223/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001913651/000149315223034223/0001493152-23-034223.txt
0001913660,"MASTERWORKS 117, LLC",1-K,0001493152-24-016351,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001913660/000149315224016351/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001913660/000149315224016351/0001493152-24-016351.txt
0001913660,"MASTERWORKS 117, LLC",1-SA,0001493152-23-034224,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001913660/000149315223034224/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001913660/000149315223034224/0001493152-23-034224.txt
0001914298,"MASTERWORKS 118, LLC",1-K,0001493152-24-016352,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914298/000149315224016352/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914298/000149315224016352/0001493152-24-016352.txt
0001914298,"MASTERWORKS 118, LLC",1-SA,0001493152-23-034652,2023-09-28,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914298/000149315223034652/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914298/000149315223034652/0001493152-23-034652.txt
0001914640,"MASTERWORKS 120, LLC",1-K,0001493152-24-016354,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914640/000149315224016354/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914640/000149315224016354/0001493152-24-016354.txt
0001914640,"MASTERWORKS 120, LLC",1-SA,0001493152-23-034226,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914640/000149315223034226/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914640/000149315223034226/0001493152-23-034226.txt
0001914625,"MASTERWORKS 121, LLC",1-K,0001493152-24-016355,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914625/000149315224016355/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001914625/000149315224016355/0001493152-24-016355.txt
0001914625,"MASTERWORKS 121, LLC",1-SA,0001493152-23-034227,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914625/000149315223034227/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001914625/000149315223034227/0001493152-23-034227.txt
0001916043,"MASTERWORKS 122, LLC",1-K,0001493152-24-016356,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916043/000149315224016356/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916043/000149315224016356/0001493152-24-016356.txt
0001916043,"MASTERWORKS 122, LLC",1-SA,0001493152-23-034228,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916043/000149315223034228/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916043/000149315223034228/0001493152-23-034228.txt
0001915753,"MASTERWORKS 123, LLC",1-K,0001493152-24-016357,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001915753/000149315224016357/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001915753/000149315224016357/0001493152-24-016357.txt
0001915753,"MASTERWORKS 123, LLC",1-SA,0001493152-23-034229,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001915753/000149315223034229/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001915753/000149315223034229/0001493152-23-034229.txt
0001915755,"MASTERWORKS 124, LLC",1-K,0001493152-24-016358,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001915755/000149315224016358/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001915755/000149315224016358/0001493152-24-016358.txt
0001915755,"MASTERWORKS 124, LLC",1-SA,0001493152-23-034230,2023-09-27,form-1sa.htm,https://www.sec.gov/Archives/edgar/data/0001915755/000149315223034230/form-1sa.htm,https://www.sec.gov/Archives/edgar/data/0001915755/000149315223034230/0001493152-23-034230.txt
0001916950,"MASTERWORKS 125, LLC",1-K,0001493152-24-016359,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916950/000149315224016359/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916950/000149315224016359/0001493152-24-016359.txt
0001916950,"MASTERWORKS 125, LLC",1-SA,0001493152-23-034231,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916950/000149315223034231/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916950/000149315223034231/0001493152-23-034231.txt
0001916905,"MASTERWORKS 126, LLC",1-K,0001493152-24-016360,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916905/000149315224016360/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001916905/000149315224016360/0001493152-24-016360.txt
0001916905,"MASTERWORKS 126, LLC",1-SA,0001493152-23-034232,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916905/000149315223034232/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001916905/000149315223034232/0001493152-23-034232.txt
0001917639,"MASTERWORKS 127, LLC",1-K,0001493152-24-016361,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917639/000149315224016361/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917639/000149315224016361/0001493152-24-016361.txt
0001917639,"MASTERWORKS 127, LLC",1-SA,0001493152-23-034233,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917639/000149315223034233/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917639/000149315223034233/0001493152-23-034233.txt
0001917638,"MASTERWORKS 128, LLC",1-K,0001493152-24-016362,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917638/000149315224016362/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917638/000149315224016362/0001493152-24-016362.txt
0001917638,"MASTERWORKS 128, LLC",1-SA,0001493152-23-034234,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917638/000149315223034234/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917638/000149315223034234/0001493152-23-034234.txt
0001917660,"MASTERWORKS 129, LLC",1-K,0001493152-24-016363,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917660/000149315224016363/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001917660/000149315224016363/0001493152-24-016363.txt
0001917660,"MASTERWORKS 129, LLC",1-SA,0001493152-23-034235,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917660/000149315223034235/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001917660/000149315223034235/0001493152-23-034235.txt
0001918082,"MASTERWORKS 130, LLC",1-K,0001493152-24-016364,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918082/000149315224016364/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918082/000149315224016364/0001493152-24-016364.txt
0001918082,"MASTERWORKS 130, LLC",1-SA,0001493152-23-034236,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918082/000149315223034236/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918082/000149315223034236/0001493152-23-034236.txt
0001918023,"MASTERWORKS 131, LLC",1-K,0001493152-24-016365,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918023/000149315224016365/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918023/000149315224016365/0001493152-24-016365.txt
0001918023,"MASTERWORKS 131, LLC",1-SA,0001493152-23-034237,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918023/000149315223034237/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918023/000149315223034237/0001493152-23-034237.txt
0001918580,"MASTERWORKS 132, LLC",1-K,0001493152-24-016366,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918580/000149315224016366/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918580/000149315224016366/0001493152-24-016366.txt
0001918580,"MASTERWORKS 132, LLC",1-SA,0001493152-23-034238,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918580/000149315223034238/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918580/000149315223034238/0001493152-23-034238.txt
0001918628,"MASTERWORKS 133, LLC",1-K,0001493152-24-016367,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918628/000149315224016367/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001918628/000149315224016367/0001493152-24-016367.txt
0001918628,"MASTERWORKS 133, LLC",1-SA,0001493152-23-034239,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918628/000149315223034239/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001918628/000149315223034239/0001493152-23-034239.txt
0001919125,"MASTERWORKS 134, LLC",1-K,0001493152-24-016368,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001919125/000149315224016368/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001919125/000149315224016368/0001493152-24-016368.txt
0001919125,"MASTERWORKS 134, LLC",1-SA,0001493152-23-034240,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001919125/000149315223034240/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001919125/000149315223034240/0001493152-23-034240.txt
0001919129,"MASTERWORKS 135, LLC",1-K,0001493152-24-016369,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001919129/000149315224016369/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001919129/000149315224016369/0001493152-24-016369.txt
0001919129,"MASTERWORKS 135, LLC",1-SA,0001493152-23-034241,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001919129/000149315223034241/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001919129/000149315223034241/0001493152-23-034241.txt
0001920422,"MASTERWORKS 136, LLC",1-K,0001493152-24-016370,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920422/000149315224016370/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920422/000149315224016370/0001493152-24-016370.txt
0001920422,"MASTERWORKS 136, LLC",1-SA,0001493152-23-034242,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920422/000149315223034242/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920422/000149315223034242/0001493152-23-034242.txt
0001920503,"MASTERWORKS 137, LLC",1-K,0001493152-24-016371,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920503/000149315224016371/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920503/000149315224016371/0001493152-24-016371.txt
0001920503,"MASTERWORKS 137, LLC",1-SA,0001493152-23-034243,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920503/000149315223034243/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920503/000149315223034243/0001493152-23-034243.txt
0001921139,"MASTERWORKS 138, LLC",1-K,0001493152-24-016372,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001921139/000149315224016372/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001921139/000149315224016372/0001493152-24-016372.txt
0001921139,"MASTERWORKS 138, LLC",1-SA,0001493152-23-034244,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001921139/000149315223034244/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001921139/000149315223034244/0001493152-23-034244.txt
0001920468,"MASTERWORKS 139, LLC",1-K,0001493152-24-016373,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920468/000149315224016373/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001920468/000149315224016373/0001493152-24-016373.txt
0001920468,"MASTERWORKS 139, LLC",1-SA,0001493152-23-034245,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920468/000149315223034245/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001920468/000149315223034245/0001493152-23-034245.txt
0001922415,"MASTERWORKS 140, LLC",1-K,0001493152-24-016374,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922415/000149315224016374/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922415/000149315224016374/0001493152-24-016374.txt
0001922415,"MASTERWORKS 140, LLC",1-SA,0001493152-23-034246,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922415/000149315223034246/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922415/000149315223034246/0001493152-23-034246.txt
0001922410,"MASTERWORKS 141, LLC",1-K,0001493152-24-016375,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922410/000149315224016375/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922410/000149315224016375/0001493152-24-016375.txt
0001922410,"MASTERWORKS 141, LLC",1-SA,0001493152-23-034247,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922410/000149315223034247/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922410/000149315223034247/0001493152-23-034247.txt
0001922411,"MASTERWORKS 142, LLC",1-K,0001493152-24-016376,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922411/000149315224016376/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922411/000149315224016376/0001493152-24-016376.txt
0001922411,"MASTERWORKS 142, LLC",1-SA,0001493152-23-034248,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922411/000149315223034248/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922411/000149315223034248/0001493152-23-034248.txt
0001922322,"MASTERWORKS 143, LLC",1-K,0001493152-24-016377,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922322/000149315224016377/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001922322/000149315224016377/0001493152-24-016377.txt
0001922322,"MASTERWORKS 143, LLC",1-SA,0001493152-23-034249,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922322/000149315223034249/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001922322/000149315223034249/0001493152-23-034249.txt
0001925327,"MASTERWORKS 144, LLC",1-K,0001493152-24-016378,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925327/000149315224016378/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925327/000149315224016378/0001493152-24-016378.txt
0001925327,"MASTERWORKS 144, LLC",1-SA,0001493152-23-034250,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925327/000149315223034250/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925327/000149315223034250/0001493152-23-034250.txt
0001925393,"MASTERWORKS 145, LLC",1-K,0001493152-24-016379,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925393/000149315224016379/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925393/000149315224016379/0001493152-24-016379.txt
0001925393,"MASTERWORKS 145, LLC",1-SA,0001493152-23-034251,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925393/000149315223034251/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925393/000149315223034251/0001493152-23-034251.txt
0001925329,"MASTERWORKS 146, LLC",1-K,0001493152-24-016380,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925329/000149315224016380/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925329/000149315224016380/0001493152-24-016380.txt
0001925329,"MASTERWORKS 146, LLC",1-SA,0001493152-23-034252,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925329/000149315223034252/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925329/000149315223034252/0001493152-23-034252.txt
0001925316,"MASTERWORKS 147, LLC",1-K,0001493152-24-016381,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925316/000149315224016381/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925316/000149315224016381/0001493152-24-016381.txt
0001925316,"MASTERWORKS 147, LLC",1-SA,0001493152-23-034253,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925316/000149315223034253/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925316/000149315223034253/0001493152-23-034253.txt
0001925324,"MASTERWORKS 148, LLC",1-K,0001493152-24-016382,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925324/000149315224016382/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925324/000149315224016382/0001493152-24-016382.txt
0001925324,"MASTERWORKS 148, LLC",1-SA,0001493152-23-034390,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925324/000149315223034390/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925324/000149315223034390/0001493152-23-034390.txt
0001925323,"MASTERWORKS 149, LLC",1-K,0001493152-24-016383,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925323/000149315224016383/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925323/000149315224016383/0001493152-24-016383.txt
0001925323,"MASTERWORKS 149, LLC",1-SA,0001493152-23-034254,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925323/000149315223034254/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925323/000149315223034254/0001493152-23-034254.txt
0001925318,"MASTERWORKS 150, LLC",1-K,0001493152-24-016384,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925318/000149315224016384/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001925318/000149315224016384/0001493152-24-016384.txt
0001925318,"MASTERWORKS 150, LLC",1-SA,0001493152-23-034255,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925318/000149315223034255/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001925318/000149315223034255/0001493152-23-034255.txt
0001938935,"MASTERWORKS 152, LLC",1-K,0001493152-24-016402,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938935/000149315224016402/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938935/000149315224016402/0001493152-24-016402.txt
0001938935,"MASTERWORKS 152, LLC",1-SA,0001493152-23-034653,2023-09-28,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938935/000149315223034653/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938935/000149315223034653/0001493152-23-034653.txt
0001939027,"MASTERWORKS 153, LLC",1-K,0001493152-24-016404,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001939027/000149315224016404/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001939027/000149315224016404/0001493152-24-016404.txt
0001939027,"MASTERWORKS 153, LLC",1-SA,0001493152-23-034257,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001939027/000149315223034257/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001939027/000149315223034257/0001493152-23-034257.txt
0001938936,"MASTERWORKS 154, LLC",1-K,0001493152-24-016406,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938936/000149315224016406/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938936/000149315224016406/0001493152-24-016406.txt
0001938936,"MASTERWORKS 154, LLC",1-SA,0001493152-23-034258,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938936/000149315223034258/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938936/000149315223034258/0001493152-23-034258.txt
0001938931,"MASTERWORKS 155, LLC",1-K,0001493152-24-016408,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938931/000149315224016408/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938931/000149315224016408/0001493152-24-016408.txt
0001938931,"MASTERWORKS 155, LLC",1-SA,0001493152-23-034259,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938931/000149315223034259/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938931/000149315223034259/0001493152-23-034259.txt
0001938933,"MASTERWORKS 156, LLC",1-K,0001493152-24-016409,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938933/000149315224016409/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001938933/000149315224016409/0001493152-24-016409.txt
0001938933,"MASTERWORKS 156, LLC",1-SA,0001493152-23-034260,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938933/000149315223034260/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001938933/000149315223034260/0001493152-23-034260.txt
0001939028,"MASTERWORKS 157, LLC",1-K,0001493152-24-016410,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001939028/000149315224016410/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001939028/000149315224016410/0001493152-24-016410.txt
0001939028,"MASTERWORKS 157, LLC",1-SA,0001493152-23-034261,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001939028/000149315223034261/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001939028/000149315223034261/0001493152-23-034261.txt
0001942200,"MASTERWORKS 158, LLC",1-K,0001493152-24-016411,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001942200/000149315224016411/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001942200/000149315224016411/0001493152-24-016411.txt
0001942200,"MASTERWORKS 158, LLC",1-SA,0001493152-23-034262,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001942200/000149315223034262/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001942200/000149315223034262/0001493152-23-034262.txt
